application_id,producer_id,application_date,requested_amount,term_months,interest_rate,collateral_value,purpose,state,rainfall,temperature,drought_index,crop_price,selic,inflation,usd_brl,commodity_index,true_default_probability
APP0001664,PRD000658,2026-07-08,74779.69,12,11.48,122585.07,custeio,TO,178.0,23.1,0.049,126.01,16.33,7.98,6.914,82.48,0.3796
APP0001665,PRD000658,2026-11-13,24618.78,12,12.01,29958.28,investimento,TO,160.9,33.5,0.008,122.67,16.32,7.8,6.864,85.41,0.4369
APP0001666,PRD000659,2026-11-11,21879.79,36,9.32,30541.22,comercializacao,TO,160.9,33.5,0.008,122.67,16.32,7.8,6.864,85.41,0.3599
APP0001667,PRD000660,2026-02-23,106455.47,36,10.24,143609.49,comercializacao,MS,159.6,22.3,0.112,182.18,16.55,7.87,6.969,81.38,0.4278
APP0001668,PRD000660,2023-07-02,119112.43,36,16.86,213904.32,custeio,MS,204.9,20.4,0.284,175.79,11.39,4.11,4.951,102.57,0.2811
APP0001669,PRD000661,2023-01-17,47857.06,6,16.21,76084.04,custeio,MG,116.6,21.8,0.007,79.57,11.2,4.06,4.981,99.95,0.1747
APP0001670,PRD000661,2022-11-22,30733.24,6,17.53,48774.42,investimento,MG,66.4,28.6,0.018,72.17,11.17,4.25,4.99,99.15,0.1708
APP0001671,PRD000662,2023-12-24,19427.46,36,7.85,19891.07,custeio,MG,70.4,29.4,0.007,79.37,11.37,4.23,4.853,101.44,0.379
APP0001672,PRD000662,2026-07-06,16031.42,12,6.8,12426.97,comercializacao,MG,95.1,32.6,0.05,80.95,16.33,7.98,6.914,82.48,0.6185
APP0001673,PRD000662,2023-03-17,5000,6,13.02,8460.29,comercializacao,MG,158.3,33.6,0.243,72.38,11.34,4.05,4.953,99.59,0.3626
APP0001674,PRD000662,2025-12-22,15722.79,18,11.6,24990.83,investimento,MG,115.5,23.2,0.11,82.97,16.61,7.74,6.957,81.85,0.5238
APP0001675,PRD000663,2023-07-09,71508.88,18,9.22,114116.78,custeio,BA,60.6,33.0,0.199,105.87,11.39,4.11,4.951,102.57,0.427
APP0001676,PRD000663,2022-10-25,66673.98,36,16.51,74935.48,investimento,BA,212.3,25.8,0.069,121.38,11.13,4.34,5.037,97.77,0.4579
APP0001677,PRD000664,2024-10-30,6871.35,18,13.93,9775.69,custeio,BA,175.9,22.1,0.035,113.85,12.65,5.14,5.398,92.17,0.4118
APP0001678,PRD000665,2023-11-25,42894.0,36,7.93,47520.82,comercializacao,TO,137.7,21.5,0.285,132.17,11.34,4.18,4.877,101.75,0.1801
APP0001679,PRD000665,2026-09-27,12770.28,24,10.96,18009.27,comercializacao,TO,73.4,20.6,0.223,135.53,16.34,7.89,6.904,83.16,0.3324
APP0001680,PRD000665,2024-11-15,43478.11,6,16.67,70189.67,investimento,TO,188.9,30.7,0.161,135.32,13.13,5.44,5.596,90.86,0.1822
APP0001681,PRD000666,2023-08-14,30349.62,12,17.05,19184.44,industrializacao,GO,71.1,31.9,0.279,90.24,11.42,4.09,4.906,103.9,0.406
APP0001682,PRD000666,2025-05-04,89668.26,18,13.42,139874.24,comercializacao,GO,78.0,20.3,0.647,81.36,16.25,7.09,6.729,81.39,0.5821
APP0001683,PRD000666,2026-10-30,22708.72,6,12.34,33022.26,industrializacao,GO,215.5,33.6,0.294,85.57,16.29,7.86,6.879,84.46,0.5227
APP0001684,PRD000667,2026-05-09,23799.5,24,13.72,40947.66,investimento,SP,79.2,31.0,0.236,67.8,16.46,8.05,6.992,80.92,0.663
APP0001685,PRD000667,2025-12-21,18576.72,24,8.21,17576.36,investimento,SP,216.2,29.9,0.25,71.7,16.61,7.74,6.957,81.85,0.7017
APP0001686,PRD000667,2025-06-14,10401.56,18,16.55,17383.59,comercializacao,SP,91.0,31.4,0.617,53.12,16.84,7.51,6.986,80.33,0.7557
APP0001687,PRD000667,2025-03-11,56490.21,18,17.1,91205.83,industrializacao,SP,56.6,22.7,0.449,53.19,15.36,6.47,6.304,83.95,0.6903
APP0001688,PRD000668,2026-06-03,18129.95,6,8.27,18797.43,custeio,SP,128.1,18.6,0.032,71.77,16.47,8.03,6.961,81.3,0.6843
APP0001689,PRD000668,2024-06-01,29899.77,6,10.82,22386.25,investimento,SP,142.7,25.3,0.398,52.13,11.35,4.33,4.729,101.06,0.6482
APP0001690,PRD000668,2024-09-15,30467.0,6,17.33,48151.36,investimento,SP,152.7,24.3,0.001,62.4,12.34,4.97,5.245,93.58,0.4975
APP0001691,PRD000669,2022-07-31,33901.81,6,7.14,31850.79,investimento,PR,204.1,19.9,0.087,181.54,10.92,4.41,5.063,99.17,0.3158
APP0001692,PRD000669,2026-06-07,23208.4,18,16.71,24049.39,investimento,PR,65.0,32.0,0.278,151.52,16.47,8.03,6.961,81.3,0.5466
APP0001693,PRD000669,2025-02-17,5022.61,24,14.54,8200.77,custeio,PR,119.0,28.3,0.522,153.27,14.99,6.26,6.101,85.95,0.5329
APP0001694,PRD000670,2026-04-03,52490.47,36,11.3,76691.06,custeio,MS,131.3,33.5,0.202,196.4,16.55,7.95,7.038,80.49,0.4801
APP0001695,PRD000670,2023-11-07,63697.66,12,7.58,93115.58,investimento,MS,157.3,20.3,0.156,186.12,11.34,4.18,4.877,101.75,0.2833
APP0001696,PRD000670,2023-04-02,28486.79,6,15.45,38151.65,custeio,MS,111.9,30.7,0.284,182.73,11.38,4.0,4.932,99.91,0.2797
APP0001697,PRD000671,2022-03-15,75193.88,36,17.81,94412.38,custeio,MS,89.7,29.5,0.027,183.84,10.67,4.59,5.055,98.83,0.1655
APP0001698,PRD000671,2022-06-30,13103.58,36,8.76,9093.03,investimento,MS,130.8,26.1,0.024,204.01,10.82,4.51,5.065,99.4,0.2163
APP0001699,PRD000671,2024-04-11,90196.93,12,14.64,155906.95,industrializacao,MS,120.3,27.2,0.623,161.97,11.32,4.4,4.805,100.32,0.2566
APP0001700,PRD000671,2025-04-18,284188.17,36,12.95,323137.72,custeio,MS,118.1,28.3,0.542,167.89,15.89,6.77,6.48,81.98,0.4591
APP0001701,PRD000672,2024-12-17,33640.88,24,15.39,37635.14,comercializacao,PI,114.9,18.4,0.042,189.0,13.83,5.67,5.708,89.04,0.3385
APP0001702,PRD000672,2025-01-18,17105.63,6,8.63,14088.5,industrializacao,PI,55.4,21.4,0.548,121.7,14.32,6.06,5.846,87.46,0.5262
APP0001703,PRD000673,2024-09-11,11856.38,24,10.03,19182.12,investimento,BA,71.1,20.9,0.082,114.95,12.34,4.97,5.245,93.58,0.1464
APP0001704,PRD000673,2026-04-19,49183.93,24,13.39,55130.89,comercializacao,BA,199.5,28.2,0.072,113.96,16.55,7.95,7.038,80.49,0.2989
APP0001705,PRD000673,2025-11-20,41048.64,18,9.64,52532.98,industrializacao,BA,71.3,28.7,0.257,105.43,16.6,7.75,6.959,81.73,0.3005
APP0001706,PRD000674,2023-09-19,80717.66,36,9.0,125257.94,comercializacao,TO,115.7,28.3,0.135,136.88,11.49,4.14,4.898,102.79,0.1891
APP0001707,PRD000675,2022-07-08,68599.03,24,11.14,94962.55,comercializacao,MT,211.8,20.0,0.119,114.33,10.92,4.41,5.063,99.17,0.297
APP0001708,PRD000675,2025-07-07,16206.86,6,16.24,27981.0,comercializacao,MT,108.0,18.2,0.129,131.17,16.76,7.58,6.979,80.98,0.4192
APP0001709,PRD000676,2024-03-10,69143.57,6,14.1,86106.52,investimento,TO,54.5,18.3,0.627,108.18,11.47,4.33,4.765,101.33,0.2688
APP0001710,PRD000676,2023-05-13,69342.98,12,9.56,88219.66,custeio,TO,122.3,21.0,0.2,143.7,11.32,3.99,4.959,101.0,0.1751
APP0001711,PRD000676,2023-04-17,34767.49,18,7.11,36998.43,investimento,TO,120.6,26.3,0.083,136.21,11.38,4.0,4.932,99.91,0.1543
APP0001712,PRD000676,2024-11-20,8271.53,36,17.58,9883.87,comercializacao,TO,188.9,30.7,0.161,135.32,13.13,5.44,5.596,90.86,0.2009
APP0001713,PRD000677,2023-11-03,52483.1,18,14.27,59790.15,comercializacao,PI,81.5,27.8,0.209,177.89,11.34,4.18,4.877,101.75,0.4994
APP0001714,PRD000677,2025-02-24,46949.01,18,10.38,76042.16,industrializacao,PI,65.5,18.6,0.712,136.04,14.99,6.26,6.101,85.95,0.7214
APP0001715,PRD000677,2025-08-27,27235.55,36,9.54,47981.91,investimento,PI,137.6,30.2,0.193,159.63,16.68,7.68,6.994,80.38,0.6371
APP0001716,PRD000678,2022-03-16,29628.84,24,10.58,49165.28,investimento,MG,175.6,22.7,0.074,79.79,10.67,4.59,5.055,98.83,0.4264
APP0001717,PRD000678,2022-03-28,139610.63,24,9.38,203612.42,investimento,MG,175.6,22.7,0.074,79.79,10.67,4.59,5.055,98.83,0.4462
APP0001718,PRD000678,2022-04-14,24965.59,36,7.57,44069.6,custeio,MG,202.0,31.0,0.112,76.56,10.71,4.56,5.06,99.87,0.4188
APP0001719,PRD000678,2025-07-08,17944.09,36,10.17,22467.93,investimento,MG,83.3,28.2,0.03,76.28,16.76,7.58,6.979,80.98,0.6718
APP0001720,PRD000679,2024-05-16,15607.7,36,14.46,10256.52,investimento,MS,131.6,23.0,0.67,149.15,11.35,4.3,4.766,101.07,0.7045
APP0001721,PRD000679,2022-01-04,6771.43,36,13.58,4691.95,custeio,MS,71.3,27.3,0.29,203.82,10.46,4.45,5.045,98.92,0.5472
APP0001722,PRD000679,2022-03-20,29308.67,6,12.58,29879.78,comercializacao,MS,89.7,29.5,0.027,183.84,10.67,4.59,5.055,98.83,0.4666
APP0001723,PRD000679,2025-04-03,78226.43,36,13.38,78265.76,custeio,MS,118.1,28.3,0.542,167.89,15.89,6.77,6.48,81.98,0.7824
APP0001724,PRD000680,2022-07-15,36551.18,18,17.34,22204.36,comercializacao,SP,113.8,27.6,0.178,70.63,10.92,4.41,5.063,99.17,0.2742
APP0001725,PRD000680,2022-09-10,18583.7,6,13.35,14565.37,investimento,SP,171.6,20.4,0.015,65.59,11.12,4.39,5.008,98.34,0.242
APP0001726,PRD000680,2022-08-11,26160.06,18,10.4,45074.7,custeio,SP,178.0,20.4,0.129,71.21,10.97,4.34,5.033,99.26,0.1597
APP0001727,PRD000680,2023-08-02,14861.16,24,9.74,23180.73,industrializacao,SP,137.1,24.6,0.279,68.19,11.42,4.09,4.906,103.9,0.1988
APP0001728,PRD000681,2022-12-26,19178.14,24,17.63,19325.87,investimento,GO,142.2,31.6,0.172,86.92,11.08,4.15,5.026,98.95,0.2119
APP0001729,PRD000682,2023-11-24,14988.1,12,16.78,21123.37,industrializacao,BA,202.9,33.5,0.24,113.37,11.34,4.18,4.877,101.75,0.3466
APP0001730,PRD000682,2026-03-11,11922.4,18,7.8,7263.65,industrializacao,BA,96.0,32.5,0.144,123.67,16.55,7.88,7.004,81.6,0.6245
APP0001731,PRD000682,2025-01-31,35239.65,6,10.17,61610.15,investimento,BA,57.4,24.0,0.489,91.88,14.32,6.06,5.846,87.46,0.5253
APP0001732,PRD000683,2025-11-30,44599.96,24,16.5,58809.24,investimento,GO,128.2,18.4,0.163,80.38,16.6,7.75,6.959,81.73,0.2891
APP0001733,PRD000684,2026-06-26,94235.8,12,15.24,160469.62,comercializacao,MS,107.8,29.0,0.064,189.81,16.47,8.03,6.961,81.3,0.4268
APP0001734,PRD000684,2026-02-12,42914.05,6,16.52,47305.19,custeio,MS,159.6,22.3,0.112,182.18,16.55,7.87,6.969,81.38,0.4624
APP0001735,PRD000684,2024-06-24,41694.11,6,14.62,36384.05,investimento,MS,132.6,33.2,0.672,145.82,11.35,4.33,4.729,101.06,0.4756
APP0001736,PRD000685,2026-03-16,38499.05,18,15.0,49596.19,custeio,MG,177.0,28.2,0.043,82.36,16.55,7.88,7.004,81.6,0.3119
APP0001737,PRD000685,2026-05-06,45420.32,18,12.76,29038.69,custeio,MG,91.0,30.8,0.265,77.11,16.46,8.05,6.992,80.92,0.3928
APP0001738,PRD000685,2023-08-06,28714.79,12,9.08,31585.61,custeio,MG,200.0,23.5,0.006,78.37,11.42,4.09,4.906,103.9,0.1689
APP0001739,PRD000685,2023-10-09,32581.41,18,8.73,46939.02,comercializacao,MG,124.6,21.5,0.106,74.72,11.35,4.2,4.922,102.76,0.1513
APP0001740,PRD000686,2023-04-23,32130.21,12,7.6,37107.39,comercializacao,PR,123.2,32.2,0.061,154.06,11.38,4.0,4.932,99.91,0.1532
APP0001741,PRD000686,2024-06-21,17544.32,36,8.45,29443.35,investimento,PR,70.2,18.7,0.448,152.52,11.35,4.33,4.729,101.06,0.2039
APP0001742,PRD000686,2026-11-02,202791.46,6,11.66,326226.8,industrializacao,PR,80.6,30.2,0.073,157.11,16.32,7.8,6.864,85.41,0.2876
APP0001743,PRD000687,2024-07-18,26905.17,6,10.58,19190.72,investimento,PR,93.3,24.5,0.265,166.63,11.7,4.51,4.809,97.34,0.5749
APP0001744,PRD000688,2022-03-04,53555.59,6,14.38,78476.65,custeio,BA,207.1,29.9,0.205,102.82,10.67,4.59,5.055,98.83,0.1421
APP0001745,PRD000688,2026-05-06,17631.56,12,9.34,24341.29,investimento,BA,156.0,24.7,0.169,118.12,16.46,8.05,6.992,80.92,0.2842
APP0001746,PRD000689,2023-08-12,44476.61,36,14.7,40439.91,industrializacao,BA,113.6,19.9,0.22,120.21,11.42,4.09,4.906,103.9,0.4867
APP0001747,PRD000689,2026-06-30,429640.19,18,16.02,762585.67,investimento,BA,66.4,22.4,0.084,116.88,16.47,8.03,6.961,81.3,0.5488
APP0001748,PRD000689,2025-09-21,34251.45,24,16.45,20826.52,investimento,BA,189.8,23.1,0.073,113.03,16.79,7.7,7.0,79.08,0.6982
APP0001749,PRD000689,2025-08-20,27197.1,12,11.68,35278.99,industrializacao,BA,141.6,18.2,0.157,108.16,16.68,7.68,6.994,80.38,0.6324
APP0001750,PRD000690,2026-04-06,48663.83,6,7.89,54665.64,custeio,BA,199.5,28.2,0.072,113.96,16.55,7.95,7.038,80.49,0.6069
APP0001751,PRD000691,2022-02-24,73180.92,6,13.26,49880.4,custeio,GO,130.1,22.5,0.142,94.14,10.54,4.52,5.093,99.9,0.1916
APP0001752,PRD000692,2025-08-31,34644.25,12,17.94,41556.23,investimento,PR,195.7,22.0,0.034,182.92,16.68,7.68,6.994,80.38,0.4738
APP0001753,PRD000693,2024-08-10,55667.05,36,11.84,80004.28,custeio,MG,119.0,20.9,0.16,73.35,11.97,4.69,5.047,96.01,0.279
APP0001754,PRD000693,2022-08-04,42245.17,36,16.95,40854.9,industrializacao,MG,217.1,28.0,0.147,72.12,10.97,4.34,5.033,99.26,0.3081
APP0001755,PRD000693,2023-10-14,98058.8,36,14.39,175386.7,investimento,MG,124.6,21.5,0.106,74.72,11.35,4.2,4.922,102.76,0.2287
APP0001756,PRD000693,2022-03-17,12234.76,6,17.67,12749.52,industrializacao,MG,175.6,22.7,0.074,79.79,10.67,4.59,5.055,98.83,0.279
APP0001757,PRD000694,2023-12-22,10516.68,6,11.38,15737.26,industrializacao,MS,213.1,28.1,0.102,179.28,11.37,4.23,4.853,101.44,0.1289
APP0001758,PRD000694,2025-08-01,34254.32,6,12.84,50593.2,industrializacao,MS,199.0,21.6,0.017,193.18,16.68,7.68,6.994,80.38,0.2613
APP0001759,PRD000695,2024-11-09,36204.78,18,16.43,48408.05,comercializacao,PI,162.3,27.2,0.033,164.77,13.13,5.44,5.596,90.86,0.2678
APP0001760,PRD000695,2025-09-02,39642.64,12,10.79,52538.1,custeio,PI,102.2,30.0,0.012,163.05,16.79,7.7,7.0,79.08,0.3441
APP0001761,PRD000695,2022-12-30,14721.54,6,13.53,9920.82,comercializacao,PI,135.8,32.1,0.075,161.39,11.08,4.15,5.026,98.95,0.2452
APP0001762,PRD000696,2025-08-04,41177.0,24,7.79,29106.21,investimento,GO,132.5,22.2,0.132,91.76,16.68,7.68,6.994,80.38,0.4875
APP0001763,PRD000696,2025-10-21,16553.12,36,8.99,16306.88,investimento,GO,133.0,19.5,0.257,92.08,16.74,7.72,7.0,80.46,0.5106
APP0001764,PRD000696,2026-01-22,67520.91,12,10.29,67370.97,investimento,GO,210.3,33.5,0.292,81.92,16.52,7.83,6.952,81.49,0.4804
APP0001765,PRD000696,2025-10-15,18414.5,24,9.42,22189.79,investimento,GO,133.0,19.5,0.257,92.08,16.74,7.72,7.0,80.46,0.4886
APP0001766,PRD000697,2023-08-18,53350.49,12,13.06,42586.64,investimento,MS,103.3,21.2,0.149,173.6,11.42,4.09,4.906,103.9,0.1959
APP0001767,PRD000697,2024-07-31,37125.87,6,15.62,47565.28,industrializacao,MS,118.2,30.4,0.142,176.03,11.7,4.51,4.809,97.34,0.206
APP0001768,PRD000698,2026-09-10,99421.84,18,10.25,117201.11,industrializacao,MS,112.4,33.7,0.181,173.86,16.34,7.89,6.904,83.16,0.4848
APP0001769,PRD000698,2026-05-19,27024.52,12,14.2,23079.47,investimento,MS,122.0,19.7,0.28,175.36,16.46,8.05,6.992,80.92,0.5274
APP0001770,PRD000698,2023-12-18,36056.7,36,8.12,63547.34,comercializacao,MS,213.1,28.1,0.102,179.28,11.37,4.23,4.853,101.44,0.2379
APP0001771,PRD000699,2024-02-19,86176.05,24,13.9,154270.09,comercializacao,BA,51.4,33.1,0.573,81.44,11.51,4.24,4.804,101.19,0.4462
APP0001772,PRD000699,2022-07-25,29578.46,24,17.73,46376.18,comercializacao,BA,152.3,18.7,0.019,119.59,10.92,4.41,5.063,99.17,0.3235
APP0001773,PRD000700,2024-03-29,41646.55,36,13.9,38610.65,custeio,MG,44.0,21.7,0.562,60.43,11.47,4.33,4.765,101.33,0.3886
APP0001774,PRD000701,2022-02-02,5239.69,36,11.95,7056.19,investimento,SP,208.2,29.2,0.152,64.82,10.54,4.52,5.093,99.9,0.3808
APP0001775,PRD000702,2022-08-07,38374.12,36,11.28,64176.13,custeio,MS,181.0,21.6,0.118,198.86,10.97,4.34,5.033,99.26,0.4299
APP0001776,PRD000703,2022-11-15,43815.71,18,8.92,42414.64,custeio,GO,70.7,19.2,0.028,88.5,11.17,4.25,4.99,99.15,0.3059
APP0001777,PRD000703,2022-07-26,33016.17,6,16.51,52975.74,investimento,GO,96.4,23.8,0.06,95.72,10.92,4.41,5.063,99.17,0.2513
APP0001778,PRD000704,2023-01-19,79459.37,12,6.54,64635.62,investimento,RS,173.5,27.7,0.245,95.31,11.2,4.06,4.981,99.95,0.2235
APP0001779,PRD000704,2026-06-13,21546.53,12,8.16,19390.81,industrializacao,RS,132.7,28.5,0.25,96.51,16.47,8.03,6.961,81.3,0.3404
APP0001780,PRD000704,2023-05-20,48837.01,24,10.9,32939.13,comercializacao,RS,117.4,28.9,0.106,99.82,11.32,3.99,4.959,101.0,0.2053
APP0001781,PRD000704,2026-09-03,110014.43,6,14.79,72693.53,investimento,RS,180.7,27.5,0.254,83.85,16.34,7.89,6.904,83.16,0.3735
APP0001782,PRD000705,2022-04-16,26336.3,18,8.03,24011.08,custeio,MS,174.7,24.2,0.188,174.88,10.71,4.56,5.06,99.87,0.2815
APP0001783,PRD000706,2022-01-01,71580.61,6,12.11,77252.09,custeio,PI,156.1,27.2,0.143,171.61,10.46,4.45,5.045,98.92,0.2958
APP0001784,PRD000706,2025-05-28,26937.94,6,12.58,47010.02,custeio,PI,44.8,32.2,0.561,136.06,16.25,7.09,6.729,81.39,0.5594
APP0001785,PRD000707,2024-06-09,20945.84,6,8.12,21127.08,custeio,TO,88.0,21.9,0.415,104.12,11.35,4.33,4.729,101.06,0.6235
APP0001786,PRD000707,2023-11-05,116038.04,24,13.94,83394.76,industrializacao,TO,137.7,21.5,0.285,132.17,11.34,4.18,4.877,101.75,0.5696
APP0001787,PRD000708,2025-12-12,14856.78,18,13.32,11948.13,custeio,SP,216.2,29.9,0.25,71.7,16.61,7.74,6.957,81.85,0.5025
APP0001788,PRD000709,2025-08-25,18163.37,36,9.61,13358.86,custeio,RS,89.3,23.0,0.053,90.05,16.68,7.68,6.994,80.38,0.7309
APP0001789,PRD000710,2025-11-21,47346.77,18,16.33,51826.99,custeio,GO,128.2,18.4,0.163,80.38,16.6,7.75,6.959,81.73,0.5908
APP0001790,PRD000710,2022-03-04,16804.74,6,8.25,22571.05,comercializacao,GO,177.2,31.2,0.262,89.05,10.67,4.59,5.055,98.83,0.4075
APP0001791,PRD000710,2025-12-08,18158.9,36,12.41,22238.96,comercializacao,GO,79.2,29.4,0.038,84.81,16.61,7.74,6.957,81.85,0.5844
APP0001792,PRD000711,2024-08-06,7906.82,24,16.7,7846.24,custeio,PI,161.9,26.0,0.219,183.02,11.97,4.69,5.047,96.01,0.4058
APP0001793,PRD000711,2024-05-02,25472.76,36,7.92,43065.02,investimento,PI,139.0,33.9,0.473,155.59,11.35,4.3,4.766,101.07,0.4037
APP0001794,PRD000712,2022-07-14,27040.67,6,10.63,43118.66,investimento,MT,211.8,20.0,0.119,114.33,10.92,4.41,5.063,99.17,0.1893
APP0001795,PRD000713,2023-08-17,20321.46,6,14.86,15791.03,comercializacao,BA,113.6,19.9,0.22,120.21,11.42,4.09,4.906,103.9,0.2147
APP0001796,PRD000713,2024-03-19,17381.96,6,13.74,31268.17,investimento,BA,103.4,32.7,0.591,92.79,11.47,4.33,4.765,101.33,0.2311
APP0001797,PRD000714,2022-11-22,19628.69,6,15.86,22944.06,investimento,GO,70.7,19.2,0.028,88.5,11.17,4.25,4.99,99.15,0.4114
APP0001798,PRD000714,2023-02-10,64216.41,36,15.14,76558.29,industrializacao,GO,84.4,23.3,0.055,88.79,11.2,3.98,4.998,100.89,0.3896
APP0001799,PRD000714,2025-12-21,27683.31,6,17.67,39890.54,industrializacao,GO,79.2,29.4,0.038,84.81,16.61,7.74,6.957,81.85,0.5654
APP0001800,PRD000715,2026-11-03,46679.95,18,16.19,30907.3,investimento,GO,154.6,22.0,0.105,82.69,16.32,7.8,6.864,85.41,0.7144
APP0001801,PRD000715,2026-06-09,29973.7,36,14.72,35718.33,comercializacao,GO,212.8,24.8,0.061,79.58,16.47,8.03,6.961,81.3,0.668
APP0001802,PRD000715,2026-06-23,5000,18,9.68,5593.56,custeio,GO,212.8,24.8,0.061,79.58,16.47,8.03,6.961,81.3,0.6744
APP0001803,PRD000715,2025-09-26,22280.95,24,15.15,38862.5,investimento,GO,114.0,33.9,0.056,84.69,16.79,7.7,7.0,79.08,0.6216
APP0001804,PRD000716,2025-12-03,13741.43,6,15.76,11035.9,investimento,BA,218.4,19.2,0.049,116.36,16.61,7.74,6.957,81.85,0.3265
APP0001805,PRD000716,2024-02-20,79151.35,24,12.82,87998.51,custeio,BA,51.4,33.1,0.573,81.44,11.51,4.24,4.804,101.19,0.261
APP0001806,PRD000716,2026-11-30,30627.04,6,12.49,40504.33,custeio,BA,96.5,32.8,0.097,107.56,16.32,7.8,6.864,85.41,0.2973
APP0001807,PRD000717,2026-01-25,28573.63,12,14.26,39459.06,comercializacao,MT,197.9,23.5,0.206,129.17,16.52,7.83,6.952,81.49,0.4058
APP0001808,PRD000718,2023-12-10,149150.68,24,12.01,90587.55,comercializacao,SP,179.2,29.3,0.198,72.02,11.37,4.23,4.853,101.44,0.3139
APP0001809,PRD000719,2025-09-10,47829.77,24,8.77,48585.66,industrializacao,SP,85.7,31.0,0.16,65.69,16.79,7.7,7.0,79.08,0.4324
APP0001810,PRD000719,2022-09-14,58908.54,6,15.84,99811.29,comercializacao,SP,171.6,20.4,0.015,65.59,11.12,4.39,5.008,98.34,0.222
APP0001811,PRD000719,2025-02-05,22648.35,12,8.37,23666.27,custeio,SP,40.5,24.9,0.585,53.83,14.99,6.26,6.101,85.95,0.5175
APP0001812,PRD000720,2025-12-20,14048.79,6,10.54,10052.2,comercializacao,PR,88.4,28.0,0.203,181.95,16.61,7.74,6.957,81.85,0.7241
APP0001813,PRD000720,2025-12-12,47295.59,18,7.73,41453.21,industrializacao,PR,88.4,28.0,0.203,181.95,16.61,7.74,6.957,81.85,0.711
APP0001814,PRD000721,2024-04-03,136365.7,6,17.34,136667.01,custeio,GO,106.6,31.0,0.742,59.79,11.32,4.4,4.805,100.32,0.5341
APP0001815,PRD000721,2022-10-19,18635.75,24,16.46,22069.15,industrializacao,GO,213.6,32.0,0.098,88.16,11.13,4.34,5.037,97.77,0.3685
APP0001816,PRD000722,2025-12-23,49639.35,36,7.79,60517.58,investimento,GO,79.2,29.4,0.038,84.81,16.61,7.74,6.957,81.85,0.3621
APP0001817,PRD000723,2026-10-29,22581.03,18,16.59,39405.28,investimento,TO,136.9,30.9,0.132,142.31,16.29,7.86,6.879,84.46,0.6677
APP0001818,PRD000723,2025-04-05,23505.64,24,16.75,20237.16,investimento,TO,52.8,25.4,0.681,97.32,15.89,6.77,6.48,81.98,0.8399
APP0001819,PRD000723,2022-08-04,36546.31,12,7.12,40872.72,comercializacao,TO,138.8,21.8,0.129,134.9,10.97,4.34,5.033,99.26,0.5528
APP0001820,PRD000724,2022-02-24,19842.36,36,17.45,28936.43,custeio,TO,200.5,19.5,0.1,138.27,10.54,4.52,5.093,99.9,0.221
APP0001821,PRD000725,2022-05-19,36372.87,18,6.77,25631.7,comercializacao,PI,120.4,20.0,0.124,182.15,10.73,4.53,5.077,99.68,0.1812
APP0001822,PRD000725,2025-07-23,42082.04,12,8.61,28492.78,industrializacao,PI,68.3,24.9,0.165,169.72,16.76,7.58,6.979,80.98,0.3658
APP0001823,PRD000726,2023-03-06,15548.73,24,9.44,22842.39,investimento,BA,117.4,25.5,0.226,121.69,11.34,4.05,4.953,99.59,0.2947
APP0001824,PRD000727,2022-03-30,31878.97,6,15.76,30383.03,custeio,TO,211.2,18.1,0.267,119.84,10.67,4.59,5.055,98.83,0.2878
APP0001825,PRD000728,2025-07-12,25438.0,12,10.37,25457.07,comercializacao,MT,108.0,18.2,0.129,131.17,16.76,7.58,6.979,80.98,0.5675
APP0001826,PRD000729,2022-04-07,128220.54,12,14.37,96612.11,comercializacao,MS,174.7,24.2,0.188,174.88,10.71,4.56,5.06,99.87,0.3258
APP0001827,PRD000729,2025-11-19,31476.42,24,10.84,48389.47,industrializacao,MS,106.3,18.4,0.214,183.17,16.6,7.75,6.959,81.73,0.4943
APP0001828,PRD000730,2024-10-02,24418.26,18,16.44,21031.08,custeio,MT,137.1,25.7,0.114,125.44,12.65,5.14,5.398,92.17,0.6363
APP0001829,PRD000730,2025-05-27,40492.61,36,9.07,46476.03,investimento,MT,70.5,21.3,0.55,96.75,16.25,7.09,6.729,81.39,0.8009
APP0001830,PRD000730,2024-09-02,21572.15,6,13.25,21203.31,industrializacao,MT,140.2,26.4,0.113,131.68,12.34,4.97,5.245,93.58,0.5807
APP0001831,PRD000730,2024-11-10,57667.55,24,16.03,50056.35,custeio,MT,93.0,20.4,0.183,126.89,13.13,5.44,5.596,90.86,0.6611
APP0001832,PRD000731,2026-05-15,16302.55,12,13.7,25341.19,industrializacao,MS,122.0,19.7,0.28,175.36,16.46,8.05,6.992,80.92,0.2748
APP0001833,PRD000731,2026-07-07,25045.08,12,16.93,18214.08,comercializacao,MS,163.7,21.7,0.267,199.14,16.33,7.98,6.914,82.48,0.3688
APP0001834,PRD000731,2023-05-04,80280.33,6,10.66,75039.08,investimento,MS,84.4,29.8,0.116,203.09,11.32,3.99,4.959,101.0,0.1533
APP0001835,PRD000731,2026-04-21,23293.08,6,14.25,22814.18,industrializacao,MS,131.3,33.5,0.202,196.4,16.55,7.95,7.038,80.49,0.3385
APP0001836,PRD000732,2024-07-23,14689.64,24,12.93,13733.73,comercializacao,MS,118.2,30.4,0.142,176.03,11.7,4.51,4.809,97.34,0.3035
APP0001837,PRD000732,2023-12-15,124310.55,18,9.57,214356.63,industrializacao,MS,213.1,28.1,0.102,179.28,11.37,4.23,4.853,101.44,0.2008
