producer_id,age,state,municipality,region,farm_size_ha,years_farming,crop_type,annual_revenue,annual_cost,equity,debt
PRD000674,25,TO,Tocantins - Municipio 32,Norte,20.2,5,cafe,255517.38,201538.36,82739.99,24630.7
PRD000675,30,MT,Mato Grosso - Municipio 26,Centro-Oeste,201.9,8,soja,172429.53,130513.62,147924.66,92780.54
PRD000676,71,TO,Tocantins - Municipio 21,Norte,69.4,7,cafe,391287.3,256429.9,90805.45,13594.39
PRD000677,30,PI,Piaui - Municipio 7,Nordeste,20.1,30,algodao,194406.13,168873.83,65999.68,71399.82
PRD000678,24,MG,Minas Gerais - Municipio 8,Sudeste,34.4,24,soja,451790.03,249265.88,175020.54,201999.81
PRD000679,70,MS,Mato Grosso do Sul - Municipio 38,Centro-Oeste,20.5,25,cafe,142481.27,85234.74,125273.91,141229.88
PRD000680,38,SP,Sao Paulo - Municipio 19,Sudeste,94.0,16,pecuaria,262004.5,233635.26,53737.13,17856.21
PRD000681,59,GO,Goias - Municipio 34,Centro-Oeste,13.7,16,cana-de-acucar,409803.37,254923.08,82593.9,25672.4
PRD000682,34,BA,Bahia - Municipio 26,Nordeste,97.9,30,milho,676914.83,397336.26,100028.22,82583.05
PRD000683,23,GO,Goias - Municipio 30,Centro-Oeste,36.2,20,milho,716761.42,419823.31,125489.83,23560.59
PRD000684,45,MS,Mato Grosso do Sul - Municipio 7,Centro-Oeste,49.4,6,soja,159234.9,109700.87,115561.19,69530.37
PRD000685,25,MG,Minas Gerais - Municipio 16,Sudeste,101.5,19,soja,126381.44,81714.95,181015.04,33755.81
PRD000686,68,PR,Parana - Municipio 18,Sul,63.6,35,cafe,107004.34,82080.6,216879.81,38307.55
PRD000687,66,PR,Parana - Municipio 16,Sul,28.9,19,milho,281302.19,155022.09,253307.9,282616.87
PRD000688,65,BA,Bahia - Municipio 1,Nordeste,76.4,22,cana-de-acucar,65270.22,43529.95,73042.6,10680.39
PRD000689,28,BA,Bahia - Municipio 20,Nordeste,53.3,8,pecuaria,269630.22,169840.26,135621.76,138208.16
PRD000690,55,BA,Bahia - Municipio 39,Nordeste,41.4,35,cafe,112704.24,76357.27,47512.91,44552.69
PRD000691,58,GO,Goias - Municipio 28,Centro-Oeste,26.1,2,algodao,97047.78,60857.64,382659.44,33915.43
PRD000692,38,PR,Parana - Municipio 23,Sul,87.2,25,algodao,814259.12,704112.24,25087.31,17777.71
PRD000693,51,MG,Minas Gerais - Municipio 37,Sudeste,675.0,18,algodao,156562.07,114607.69,76504.86,45277.45
PRD000694,24,MS,Mato Grosso do Sul - Municipio 14,Centro-Oeste,98.1,19,algodao,309547.87,203148.83,31212.57,2168.98
PRD000695,54,PI,Piaui - Municipio 36,Nordeste,17.5,1,milho,155393.97,85501.58,78825.8,31852.08
PRD000696,47,GO,Goias - Municipio 7,Centro-Oeste,80.2,13,algodao,73257.62,47747.9,45586.59,24288.58
PRD000697,57,MS,Mato Grosso do Sul - Municipio 13,Centro-Oeste,65.4,28,algodao,272974.09,205374.4,182462.28,40071.17
PRD000698,42,MS,Mato Grosso do Sul - Municipio 33,Centro-Oeste,12.5,30,pecuaria,217117.72,185977.07,120505.85,72589.91
PRD000699,58,BA,Bahia - Municipio 19,Nordeste,50.1,27,soja,556057.16,483433.54,158870.8,131245.1
PRD000700,28,MG,Minas Gerais - Municipio 19,Sudeste,9.5,30,cana-de-acucar,188996.74,107566.07,485599.75,226704.34
PRD000701,31,SP,Sao Paulo - Municipio 20,Sudeste,477.6,8,pecuaria,482599.04,390315.1,132151.04,118222.45
PRD000702,50,MS,Mato Grosso do Sul - Municipio 26,Centro-Oeste,191.3,13,soja,229074.36,133757.04,61625.45,67227.7
PRD000703,62,GO,Goias - Municipio 2,Centro-Oeste,30.0,12,milho,272293.33,214692.99,483148.7,285271.34
PRD000704,59,RS,Rio Grande do Sul - Municipio 32,Sul,229.5,11,algodao,208154.61,129081.43,128318.56,22458.91
PRD000705,59,MS,Mato Grosso do Sul - Municipio 20,Centro-Oeste,31.3,7,soja,157624.51,94867.62,95052.35,51022.84
PRD000706,44,PI,Piaui - Municipio 34,Nordeste,21.5,23,cafe,564940.62,453688.47,34397.63,23356.23
PRD000707,26,TO,Tocantins - Municipio 31,Norte,24.2,22,cafe,140889.98,84395.04,418743.88,504312.59
PRD000708,24,SP,Sao Paulo - Municipio 2,Sudeste,66.6,33,pecuaria,399066.36,237563.28,77265.0,42860.23
PRD000709,33,RS,Rio Grande do Sul - Municipio 25,Sul,15.8,32,cafe,538172.42,439131.61,202451.72,237828.72
PRD000710,46,GO,Goias - Municipio 9,Centro-Oeste,22.1,3,pecuaria,444078.32,374907.69,313733.4,289703.67
PRD000711,62,PI,Piaui - Municipio 7,Nordeste,60.8,32,milho,178955.73,111027.26,225141.61,175077.98
PRD000712,74,MT,Mato Grosso - Municipio 31,Centro-Oeste,37.9,35,cana-de-acucar,386121.31,304582.69,139764.14,43235.12
PRD000713,55,BA,Bahia - Municipio 20,Nordeste,6.0,9,soja,379060.85,291465.48,438566.32,91656.19
PRD000714,26,GO,Goias - Municipio 11,Centro-Oeste,54.5,35,algodao,153022.33,134539.7,288988.66,268496.95
PRD000715,38,GO,Goias - Municipio 2,Centro-Oeste,58.6,34,soja,560839.53,386826.1,48557.54,58110.71
PRD000716,58,BA,Bahia - Municipio 40,Nordeste,46.9,4,pecuaria,76389.19,61635.03,262805.82,37092.38
PRD000717,24,MT,Mato Grosso - Municipio 7,Centro-Oeste,42.3,27,soja,269441.99,155793.44,499661.61,193936.41
PRD000718,65,SP,Sao Paulo - Municipio 2,Sudeste,56.5,28,cana-de-acucar,175751.43,150576.34,45977.42,24103.0
PRD000719,43,SP,Sao Paulo - Municipio 28,Sudeste,92.7,28,soja,212622.29,125723.01,690860.77,338339.65
PRD000720,68,PR,Parana - Municipio 16,Sul,20.0,15,soja,130362.74,108554.0,140377.5,147706.45
PRD000721,52,GO,Goias - Municipio 8,Centro-Oeste,16.1,19,pecuaria,85601.37,66711.13,81140.82,65533.77
PRD000722,39,GO,Goias - Municipio 21,Centro-Oeste,11.7,23,pecuaria,180370.22,122367.99,228304.18,81106.71
PRD000723,36,TO,Tocantins - Municipio 20,Norte,54.9,27,pecuaria,381794.42,247373.9,83157.68,105603.85
PRD000724,27,TO,Tocantins - Municipio 4,Norte,26.8,10,algodao,146657.96,129581.95,61969.05,26368.83
PRD000725,41,PI,Piaui - Municipio 3,Nordeste,45.5,25,cana-de-acucar,171967.01,106964.43,62238.37,7177.61
PRD000726,49,BA,Bahia - Municipio 4,Nordeste,98.7,17,soja,494260.41,402841.15,37110.37,21991.42
PRD000727,69,TO,Tocantins - Municipio 16,Norte,29.4,19,milho,179414.16,134364.35,137447.12,72381.55
PRD000728,45,MT,Mato Grosso - Municipio 18,Centro-Oeste,18.8,18,pecuaria,102379.13,75758.67,92197.69,75549.93
PRD000729,50,MS,Mato Grosso do Sul - Municipio 1,Centro-Oeste,543.6,1,cafe,69883.39,46287.0,89900.59,56494.01
PRD000730,50,MT,Mato Grosso - Municipio 12,Centro-Oeste,217.9,14,algodao,153118.3,88478.09,449021.08,557512.03
PRD000731,67,MS,Mato Grosso do Sul - Municipio 15,Centro-Oeste,26.2,15,soja,238821.43,183004.62,432751.48,44333.0
PRD000732,45,MS,Mato Grosso do Sul - Municipio 27,Centro-Oeste,58.3,16,soja,163470.72,115301.53,135923.74,62149.27
PRD000733,40,MG,Minas Gerais - Municipio 40,Sudeste,107.5,21,soja,242995.45,216578.1,318770.59,391481.98
PRD000734,44,RS,Rio Grande do Sul - Municipio 14,Sul,41.0,10,cafe,393211.82,286564.38,291787.47,226677.47
PRD000735,42,PI,Piaui - Municipio 18,Nordeste,130.0,33,milho,365631.71,216612.96,205110.36,143663.4
PRD000736,48,PI,Piaui - Municipio 24,Nordeste,35.8,16,soja,124039.15,110436.88,214796.0,267852.91
PRD000737,30,BA,Bahia - Municipio 35,Nordeste,60.4,24,milho,316921.07,224107.19,102887.51,111476.55
PRD000738,53,MG,Minas Gerais - Municipio 13,Sudeste,122.1,17,milho,340985.32,201620.33,103394.21,24349.15
PRD000739,30,SP,Sao Paulo - Municipio 33,Sudeste,24.0,31,cana-de-acucar,277570.87,155974.42,98354.99,126623.87
PRD000740,60,MG,Minas Gerais - Municipio 40,Sudeste,143.6,26,soja,271509.92,177211.04,37132.95,17482.22
PRD000741,54,MT,Mato Grosso - Municipio 6,Centro-Oeste,119.0,28,milho,122527.35,73162.54,20822.17,24891.39
PRD000742,41,MT,Mato Grosso - Municipio 32,Centro-Oeste,68.7,30,algodao,153580.59,111811.82,1189050.28,203474.15
PRD000743,74,MT,Mato Grosso - Municipio 14,Centro-Oeste,143.2,33,cafe,408679.88,270946.6,98414.42,22536.48
PRD000744,60,TO,Tocantins - Municipio 7,Norte,35.2,11,milho,105786.77,74433.78,280206.81,335440.15
PRD000745,75,MS,Mato Grosso do Sul - Municipio 30,Centro-Oeste,27.1,33,algodao,252193.61,139294.8,191866.85,134521.18
PRD000746,54,GO,Goias - Municipio 22,Centro-Oeste,54.0,9,algodao,97473.72,56307.98,583343.58,267693.24
PRD000747,42,SP,Sao Paulo - Municipio 13,Sudeste,82.6,5,cana-de-acucar,285631.12,249543.2,34477.62,35951.43
PRD000748,34,MT,Mato Grosso - Municipio 6,Centro-Oeste,21.1,15,cana-de-acucar,263901.67,159133.13,671138.34,270636.26
PRD000749,41,PR,Parana - Municipio 15,Sul,61.1,12,algodao,287507.2,181747.83,85628.55,106429.35
PRD000750,37,SP,Sao Paulo - Municipio 28,Sudeste,52.4,23,soja,214055.87,134132.91,248724.69,151464.91
PRD000751,23,RS,Rio Grande do Sul - Municipio 19,Sul,50.4,8,algodao,146664.75,87239.16,466144.32,423737.97
PRD000752,39,TO,Tocantins - Municipio 32,Norte,39.6,21,pecuaria,130674.92,89771.38,116717.68,138947.84
PRD000753,61,PR,Parana - Municipio 40,Sul,14.0,20,algodao,183367.3,157048.17,166742.06,31329.92
PRD000754,45,RS,Rio Grande do Sul - Municipio 35,Sul,64.4,2,milho,296317.27,236062.84,164451.87,114838.59
PRD000755,22,RS,Rio Grande do Sul - Municipio 3,Sul,129.5,15,soja,147200.14,100222.39,102142.78,36861.25
PRD000756,69,TO,Tocantins - Municipio 8,Norte,19.7,32,cafe,92346.13,51573.98,237711.93,21922.39
PRD000757,59,MG,Minas Gerais - Municipio 26,Sudeste,37.0,5,milho,202453.22,163263.05,270029.59,45755.39
PRD000758,27,PI,Piaui - Municipio 15,Nordeste,34.8,20,cafe,141449.03,90880.22,199817.56,82734.12
PRD000759,58,TO,Tocantins - Municipio 2,Norte,33.9,35,cafe,201354.17,180736.29,471262.67,289985.8
PRD000760,61,PR,Parana - Municipio 31,Sul,46.7,7,cana-de-acucar,257021.15,214198.41,130791.12,29645.53
PRD000761,48,PI,Piaui - Municipio 1,Nordeste,83.7,32,algodao,128992.91,86200.02,65732.04,49735.52
PRD000762,69,PR,Parana - Municipio 6,Sul,371.7,35,soja,197705.08,125050.2,120265.78,89418.7
PRD000763,73,MG,Minas Gerais - Municipio 34,Sudeste,89.4,1,cafe,39687.94,24136.97,44417.36,11699.65
PRD000764,40,RS,Rio Grande do Sul - Municipio 34,Sul,127.6,26,pecuaria,371919.5,246521.32,453912.81,116851.72
PRD000765,55,PR,Parana - Municipio 31,Sul,33.0,31,soja,98843.01,86436.02,1031757.16,226134.4
PRD000766,60,BA,Bahia - Municipio 11,Nordeste,46.9,5,soja,268911.96,156734.46,125144.89,104022.43
PRD000767,47,BA,Bahia - Municipio 17,Nordeste,331.8,23,cana-de-acucar,1698056.45,1097119.73,157468.5,130797.46
PRD000768,63,TO,Tocantins - Municipio 25,Norte,71.8,10,algodao,108177.4,66249.34,147273.12,103517.87
PRD000769,22,PI,Piaui - Municipio 21,Nordeste,152.9,18,soja,920949.69,573988.66,160189.6,103214.97
PRD000770,41,MT,Mato Grosso - Municipio 34,Centro-Oeste,43.9,20,algodao,198890.62,148382.51,101313.02,65154.15
PRD000771,65,TO,Tocantins - Municipio 8,Norte,10.5,14,cana-de-acucar,796421.71,672145.39,156811.35,162488.91
PRD000772,22,MG,Minas Gerais - Municipio 13,Sudeste,72.7,24,cafe,144187.98,110439.48,67663.38,82311.86
PRD000773,47,BA,Bahia - Municipio 3,Nordeste,56.8,20,pecuaria,542677.58,300940.81,55105.98,46955.4
PRD000774,23,MS,Mato Grosso do Sul - Municipio 40,Centro-Oeste,37.7,2,pecuaria,194440.02,166484.97,794846.12,77689.84
PRD000775,34,RS,Rio Grande do Sul - Municipio 40,Sul,80.3,9,pecuaria,87460.48,69855.28,22158.85,8793.69
PRD000776,64,MT,Mato Grosso - Municipio 26,Centro-Oeste,24.8,21,cafe,353243.38,316221.57,215572.45,14597.28
PRD000777,41,MT,Mato Grosso - Municipio 18,Centro-Oeste,55.1,6,cana-de-acucar,302151.41,209462.85,431993.52,529780.62
PRD000778,71,BA,Bahia - Municipio 11,Nordeste,18.1,6,soja,230502.66,136155.98,46389.47,58321.17
PRD000779,40,PR,Parana - Municipio 12,Sul,81.0,16,algodao,96437.29,84858.07,214044.77,112189.01
PRD000780,44,RS,Rio Grande do Sul - Municipio 38,Sul,64.8,13,algodao,141390.72,126226.19,73914.09,12233.9
PRD000781,72,BA,Bahia - Municipio 19,Nordeste,131.9,11,milho,147692.03,92120.24,203799.12,216767.96
PRD000782,30,BA,Bahia - Municipio 30,Nordeste,101.6,18,cana-de-acucar,115213.5,64635.56,28416.28,8042.71
PRD000783,43,BA,Bahia - Municipio 7,Nordeste,39.8,3,milho,156650.12,105834.3,256333.44,165173.55
PRD000784,52,BA,Bahia - Municipio 16,Nordeste,31.2,12,algodao,340964.3,261115.34,202880.26,195514.4
PRD000785,41,BA,Bahia - Municipio 39,Nordeste,73.8,26,pecuaria,527744.12,368019.77,115818.94,79944.65
PRD000786,33,TO,Tocantins - Municipio 20,Norte,85.4,22,algodao,102903.85,70859.37,113727.37,34176.0
PRD000787,65,GO,Goias - Municipio 26,Centro-Oeste,38.3,10,pecuaria,836744.93,569815.13,127077.18,81138.89
PRD000788,65,PR,Parana - Municipio 28,Sul,311.5,7,cana-de-acucar,163070.18,143068.29,108640.83,43890.16
PRD000789,61,MG,Minas Gerais - Municipio 39,Sudeste,59.2,2,cafe,84650.66,69307.34,101511.98,109536.27
PRD000790,41,GO,Goias - Municipio 25,Centro-Oeste,70.9,13,pecuaria,90760.02,52867.5,109753.61,26169.04
PRD000791,73,SP,Sao Paulo - Municipio 1,Sudeste,47.3,34,milho,420885.1,243660.56,177048.26,199725.15
PRD000792,73,BA,Bahia - Municipio 29,Nordeste,17.1,30,cana-de-acucar,283192.38,161158.82,89396.74,17427.72
PRD000793,61,BA,Bahia - Municipio 30,Nordeste,246.3,35,cafe,101758.26,83020.88,195601.06,135672.88
PRD000794,71,MT,Mato Grosso - Municipio 2,Centro-Oeste,51.6,32,cana-de-acucar,189046.84,143631.15,97504.35,87144.06
PRD000795,56,MS,Mato Grosso do Sul - Municipio 7,Centro-Oeste,25.2,2,milho,181495.1,102084.69,143067.86,38491.27
PRD000796,24,RS,Rio Grande do Sul - Municipio 10,Sul,78.3,18,cana-de-acucar,141126.83,108108.01,147090.96,67402.31
PRD000797,29,GO,Goias - Municipio 13,Centro-Oeste,106.3,2,cana-de-acucar,44406.87,35639.08,191328.4,227763.7
PRD000798,39,MS,Mato Grosso do Sul - Municipio 33,Centro-Oeste,73.2,4,pecuaria,149263.45,121836.54,94668.03,96834.62
PRD000799,60,MT,Mato Grosso - Municipio 21,Centro-Oeste,326.9,19,soja,125431.72,69809.23,116411.19,44680.55
PRD000800,43,PR,Parana - Municipio 35,Sul,12.7,15,cafe,95257.81,76131.16,395919.67,333944.71
